FrameIndex,ObjectType,ObjectName,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
161,Joint,Joint_9,10.67285,1.1011,9.26347,0.76326,0.22137,0.00132,-0.60698,1.00002,0.99997,0.99997
161,Joint,Joint_10,10.66818,1.09425,9.28324,0.76326,0.22137,0.00132,-0.60698,1,1,1
161,Joint,Joint_11,10.63759,1.13747,9.17962,0.90665,-0.11541,0.09451,-0.39463,1,1,1
161,Joint,Joint_12,10.65624,1.15149,9.23338,0.88889,0.07995,0.12113,-0.43452,0.99996,1.00001,1.00001
161,Joint,Joint_13,10.66235,1.14112,9.27353,0.84243,0.27717,0.02274,-0.46148,1.00003,1,1.00004
161,Joint,Joint_14,10.6565,1.12799,9.29626,0.80682,0.31095,0.01509,-0.50212,0.99997,1.00001,0.99996
161,Joint,Joint_15,10.65054,1.11549,9.31635,0.80682,0.31095,0.01509,-0.50212,1,1,1
161,Joint,Joint_16,10.64541,1.1454,9.18835,0.90665,-0.11541,0.09451,-0.39463,1,1,1
161,Joint,Joint_17,10.64923,1.1292,9.17625,0.90665,-0.11541,0.09451,-0.39463,1,1,1
161,Joint,Joint_18,10.66432,1.13418,9.22649,0.86826,0.0438,0.15149,-0.47038,0.99999,1.00004,1.00004
161,Joint,Joint_19,10.67277,1.12586,9.26267,0.8184,0.22919,0.03984,-0.52546,1.00004,0.99993,0.99994
161,Joint,Joint_20,10.66821,1.11504,9.28581,0.79208,0.28226,-0.02745,-0.54054,0.99993,1.00003,1.00001
161,Joint,Joint_21,10.66136,1.10531,9.30642,0.79208,0.28226,-0.02745,-0.54054,1,1,1
161,Joint,Joint_22,10.61354,1.14458,9.18728,0.89073,-0.05523,-0.14042,0.42875,1.00002,0.99997,0.99999
161,Joint,Joint_23,10.6041,1.14388,9.21758,0.92099,0.11967,-0.00681,0.3707,0.99999,0.99999,1.00005
161,Joint,Joint_24,10.60661,1.13645,9.24963,0.89133,0.03575,-0.12415,0.43456,1.00001,0.99999,1
161,Joint,Joint_25,10.60164,1.13345,9.27296,0.89133,0.03575,-0.12415,0.43456,1,1,1
161,Joint,Joint_26,10.41133,1.07231,8.93397,-0.96237,0.19436,-0.17489,-0.07399,1,1,1
161,Joint,Joint_27,10.44135,1.07774,8.96318,-0.96237,0.19436,-0.17489,-0.07399,1,1,1
161,Joint,Joint_28,10.46302,1.10498,9.00897,-0.98576,0.01926,-0.16667,-0.01089,1.00005,1.00004,0.99999
161,Joint,Joint_29,10.47518,1.10652,9.04391,-0.97714,-0.13515,-0.1637,-0.01145,0.99996,0.99995,0.99995
161,Joint,Joint_30,10.48284,1.10034,9.0655,-0.97638,-0.16622,-0.13668,-0.01947,1.00005,1.00001,1
161,Joint,Joint_31,10.48854,1.09429,9.08571,-0.97638,-0.16622,-0.13668,-0.01947,1,1,1
161,Joint,Joint_32,10.40267,1.07554,8.9741,-0.9444,0.12394,-0.07583,-0.29495,1.00002,1.00001,0.99996
161,Joint,Joint_33,10.4058,1.08797,9.01678,-0.97336,0.08166,-0.02766,-0.21246,0.99996,1.00004,1.00007
161,Joint,Joint_34,10.40638,1.09309,9.04633,-0.95517,-0.13631,-0.04457,-0.25901,1.00002,1.00001,0.99994
161,Joint,Joint_35,10.40947,1.08838,9.06534,-0.95074,-0.13208,-0.09393,-0.26425,1.00002,0.99997,0.99997
161,Joint,Joint_36,10.41442,1.08517,9.08595,-0.95074,-0.13208,-0.09393,-0.26425,1,1,1
161,Joint,Joint_37,10.4254,1.0784,8.96612,-0.96237,0.19436,-0.17489,-0.07399,1,1,1
161,Joint,Joint_38,10.44217,1.10751,9.01483,-0.9876,-0.00832,-0.14436,-0.06118,0.99996,1.00001,1.00001
161,Joint,Joint_39,10.45416,1.10757,9.05499,-0.97546,-0.15378,-0.14897,-0.05141,1.00003,1,1.00004
161,Joint,Joint_40,10.4624,1.09991,9.07943,-0.97307,-0.156,-0.14125,-0.09403,0.99997,1.00001,0.99996
161,Joint,Joint_41,10.46938,1.09412,9.10208,-0.97307,-0.156,-0.14125,-0.09403,1,1,1
161,Joint,Joint_42,10.42675,1.08991,8.9744,-0.96237,0.19436,-0.17489,-0.07399,1,1,1
161,Joint,Joint_43,10.40944,1.07943,8.97068,-0.96237,0.19436,-0.17489,-0.07399,1,1,1
161,Joint,Joint_44,10.42351,1.09985,9.01718,-0.98531,0.03228,-0.11533,-0.12174,0.99999,1.00004,1.00004
161,Joint,Joint_45,10.43186,1.10334,9.05416,-0.97169,-0.13416,-0.13743,-0.1376,1.00004,0.99993,0.99994
161,Joint,Joint_46,10.43975,1.09756,9.07819,-0.95732,-0.18435,-0.17245,-0.14074,0.99993,0.99997,1.00001
161,Joint,Joint_47,10.44828,1.09164,9.09961,-0.95732,-0.18435,-0.17245,-0.14074,1,1.00006,1
161,Joint,Joint_48,10.4507,1.07011,8.9624,-0.66315,0.3023,-0.28235,0.6238,1.00002,1.00003,0.99998
161,Joint,Joint_49,10.47456,1.07166,8.98328,-0.78114,0.10633,-0.08896,0.60877,0.99999,1,0.99996
161,Joint,Joint_50,10.48341,1.07356,9.015,-0.7315,-0.00044,-0.05627,0.67951,0.99999,0.99996,1
161,Joint,Joint_51,10.48633,1.07244,9.03883,-0.7315,-0.00044,-0.05627,0.67951,1,1,1
161,Object,TeaCup,10.5064,1.05451,9.3572,1,0,0,0,0.04,0.04,0.04
161,Object,Pills,10.0399,1.0604,9.2569,0.85059,0,0.52583,0,1,1,1
