FrameIndex,JointIndex,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
9,10,10.62289,1.07702,9.11157,0.96568,-0.00981,-0.05465,-0.25374,1,1,1
9,11,10.60036,1.06838,8.98844,0.98148,-0.07166,-0.1538,-0.08894,1,1,1
9,12,10.58541,1.08342,9.04529,0.98634,-0.04075,-0.12835,-0.09487,0.99996,1.00001,1.00001
9,13,10.575,1.08787,9.08618,0.98606,-0.03028,-0.12543,-0.10506,1.00003,1,1.00004
9,14,10.56844,1.09021,9.1125,0.97789,-0.08857,-0.11614,-0.14965,0.99997,1.00001,0.99996
9,15,10.56412,1.09632,9.13604,0.97789,-0.08857,-0.11614,-0.14965,1,1,1
9,16,10.60012,1.07658,9.00087,0.98148,-0.07166,-0.1538,-0.08894,1,1,1
9,17,10.61761,1.06745,8.99418,0.98148,-0.07166,-0.1538,-0.08894,1,1,1
9,18,10.60439,1.07554,9.04523,0.97872,-0.11758,-0.07835,-0.1488,0.99999,1.00004,1.00004
9,19,10.59983,1.08531,9.08223,0.97826,-0.05622,-0.09015,-0.17809,1.00004,0.99993,0.99994
9,20,10.59573,1.08904,9.1079,0.97448,-0.05839,-0.11953,-0.1808,0.99993,1.00003,1.00001
9,21,10.59144,1.0942,9.13104,0.97448,-0.05839,-0.11953,-0.1808,1,1,1
9,22,10.57409,1.06366,8.98167,0.75479,-0.30754,-0.32483,0.47978,1.00002,0.99997,0.99999
